id,name,google_name,status,cloudinary_url,cloudinary_public_id,width,height,bytes,format,elapsed_ms,google_photo_name,google_photo_attribution,error
7399,Möye,Möye (Kosher),ok,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783401723/restaurants/google/restaurant_7399_google_800.jpg,restaurants/google/restaurant_7399_google_800,800,450,109857,jpg,3276,places/ChIJP5OhkF-BzhIRnBQcZjTSjWE/photos/AaVGc3m1qo1JA2D8PwczKa92l0buxdjhil6R7U7JwAqAUVshPzaNdg5MxrOpDdNQSeVgHz96xTmPB61s6WfmIg7iDB_7qealOJ3-aSJneQe6lZ-EfovNEFzpuhE7ZfWjqMKsBKeT2JqIyK2IH034d1d9oekUxo5aVrKZ1vfor8bmrxt4GmAYx669npTPk3bPsofmpdhr73ZEi0CmlEc5lNxKRjV4_HTjbEk-y-UeHquQc72Yfd05VNxYEJacFfIzrAWohKkrOSk6Wk24pVRkTd3RKLP1jXhRmqaWRP7oQPN8Xp2L_nzxoz6G5cxnnZ7h0IrEq7U82YYZP4QHpNZZmVwauYHUtk0y1-dE46SwE4o2mVuS9hz3Q48P-ApSzSWogKkzrZcU9AJZA9BebrpU6_6wD_gi54eg5PneMVltFSnkmoc-Dw,Jean Claude Berreby,
7400,Bekef 26 Cannes,Bekef 26 - Epicerie Cacher Cannes - Boucherie - Traiteur - Sandwicherie,ok,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783401728/restaurants/google/restaurant_7400_google_800.png,restaurants/google/restaurant_7400_google_800,800,1731,1054527,png,4575,places/ChIJ0ZiR0Z6BzhIRkni57Ccg5gs/photos/AaVGc3ntB6_hhhGadR3RJX_aZYAnTIIT-qRdZi0udG9S01qbjF-PpJ4kQ9-TahK_o0Ff5wR0C-MY-A2RCisitL4csZwqzWqhM7s-XfLSCJTq50wcAbvp2YvGx0MgXz_SrYHFHGR2PkLoqH0s_oDIGlLFwO7-5DVhmLOWaAeF4D7f_M3-o8WPD0rxSEn7ZaFQWJG1bRnRpQhXgSBcTcncC9-ryyM10zwvxvYFOZd0ZjVdlUQkmvJapSDH40DVf6JrIAPYZO2EtCT9kQUPWVZpIppYy5WiAClevhsAKBbuHms_dvfsqz7BKAENWo8A_uL1wkhj8Ko5wdjQ99zjD-5SAtv7HK1mEqH7RS5LosQ7H71ihNC3xOuQDaH9D-PxydqeSDiH02_GYtsIvsoHITLD6k3kdp7ZgAOwYs9OPKhDwD4FoFm8hSbvNJm9x_tywu6sEg,Bekef 26 - Epicerie Cacher Cannes - Boucherie - Traiteur - Sandwicherie,
7402,Moshe Lait,Moshe lait,ok,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783401730/restaurants/google/restaurant_7402_google_800.jpg,restaurants/google/restaurant_7402_google_800,800,600,121612,jpg,1918,places/ChIJ65xphWaBzhIRtv4B1XxatA8/photos/AaVGc3kV7ZBlrac-4KZw8y6nncJcPA42IYv7UD6R_db1yrxewS1tltsWy7UrE46a6yflZBNlt1iE8_oLuhgJ1ImJucGCn-9m-OT33M5GgY7IUFvGY9jS30oqFGDMCkQN2b8us0YSGor9p2aDkpoY7cfgsCZ1GYizTMrpt3QHkQVbrI6KJ3QLHTfgDEmXI3Hzbd7U93EATQBTnyOTZBH9-WBu-qBCIPBzRCImkG9RqH0zoSu4HTOkRAKfpUURkk80czlWzjxuJm3sNBJhJGGUqbZbFBHXSlLIyjEu-CpHWKGPbzAa3rTIT1hGXyu-a3Buyzohp4GxhljxPh6p6GwsIrZR43IV7HFsFlW0-99L9Aerq6XOUA54Ezp4wauFB4AvkuY3foGLRcJpETREP-RcHsaTGd7cwKhULjUs2H-3r-mGI5tdLNTMP4yan0z2zHzNdCsF,Moshe lait,
7404,Robin's,Robin’s,ok,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783401731/restaurants/google/restaurant_7404_google_800.jpg,restaurants/google/restaurant_7404_google_800,800,600,145970,jpg,1532,places/ChIJ--ZGTc6BzhIRsd9Ts8PTkVw/photos/AaVGc3mz2YtiFUP_lWSJ6NVQnJ5GDsWNeftPQ5VTEeYTx1x3h5O1V_TNaLS3MDlFIj4rZj41sJ626zsorAPycLLWyeGwBdX2C0b_qMBbsmrmiSRF33uIckccc19NTmXfft5rvg2E74jf_eiH3pkLmX-5E91KLkW8TvUwZ-ZRZGarAnukWDZ5FaUipg0IIDkJ5LNOh3ZDWSD78nb4lI4EYok8r9Engxbu107q3jLqKAsqKksF26Rhpt3PM5moU5mPfK-WzzDFXZYE6fBQh4510LYAdiaxuQGW0VSuEd0Foo3400Mw1_lN7hUu2C2x8FCbNzD14t7TaBoodp7sO7KXKXfqgJP61n9YKac7jsvNrOLCUufyhEhBljMT9IEqxXT5Ymnq6GRGWhX3DqTRUCCvI1DtF-rSXLUrsMfx9OvL321Z0WISd9tU,Latuileriedumoulinet Zermati,
7405,Rouvi,Rouvi,ok,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783401732/restaurants/google/restaurant_7405_google_800.jpg,restaurants/google/restaurant_7405_google_800,800,450,116406,jpg,1328,places/ChIJocblcZWBzhIR_6cFON3lgEs/photos/AaVGc3mk1SaKbHRMx1smZCKe2o2oAqYqXrKMW6cdIJDI_P5focAUBGV36KeMyCZ-4gwpAqjPIYfY23dVCko66HvuuXyXrd1AKz87FaW_MRHLQcqnCMleV-nanZ17A8PqQpfUIiy4QpKCRKaK9Idxe6skPmPv2Q09iAg3Nd6T2KyJuKAVvVUuyxdDUCxgImlgwMTulLcPXMvM5rUUiplD3Q9An3A5LOVyArZCz1HwM0Zxt2sIIQ_nOOaDFdCEgnACfcDZ_d-yp93DeSChmLg_QGmyFLHCclliqYlsgBVf4hb40S1lPX10nvyPDHAR2NV7vZVPCKqin8XtMEM_ewHE4sT3nomPoRtJiqYlWd5ny1Wa0T8lJ-JkNrV2IH19SYTobRwhIPcTQyGPQt4GkQLWaQD8t_T_Wr0h7oq8XspAbpJG85Qs9_k,Moti Malka,
7406,Bozen Cannes,Bozen Cannes - Sushis & Creative Food,ok,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783401735/restaurants/google/restaurant_7406_google_800.jpg,restaurants/google/restaurant_7406_google_800,770,580,413465,jpg,2305,places/ChIJG2bwMJSBzhIR6y5zO8zlgKM/photos/AaVGc3kkuqbI9GosOsu0fNMO6ap352sUEecjyeM_bq_FjcYQ2N1t3p6aLu21Y06Thh1ZEEOhvGJFSJUittP6BL3U4j0VUEKsPY-0WUZ-rG4F8BDlHwc9VEzfWclMHZxojF6axtmsayS31AGalitfIVv2IzVKL4Wqqc8EPPRjEXaUdFQus4LuUkxdOfvzOEsLFSdsapJxX4k5mRhwOyurzp4nPw07Z45BW1EwvFiwbWRhZt68zObrNEDIQqdBPctcxlHxDfrFkxGfmgO6Yi4_yaQ3xnEhfE7jOxnY6HRnym2xhe8rnDAroCrA0u7jrcy58fR12--S9DdrVcflsxKL-Oyg2BM727RQAz8yibA9yl0IB5Dlbl4tyfKPqwsD-E0TM4mSfz-jezUxxWWoxHnVXt5BJMcWLuzbmeXML-D4S4BOLj9Ok_fk,Bozen Cannes - Sushis & Creative Food,
7407,Dr Sandwich,Dr.Sandwich cacher casher Kacher kasher,ok,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783401736/restaurants/google/restaurant_7407_google_800.jpg,restaurants/google/restaurant_7407_google_800,800,1067,196893,jpg,1673,places/ChIJkV0cd7eBzhIRkhh1NkgeswQ/photos/AaVGc3lnBk2IsKeHJiD4Vgh-_d3gqy9I3oBerpLP9VKOh26FsOvWQf5JVUp-xib89LTN9PkADIkuEQ1tzYTG3g6xRuyb1-eSYtBr2ByAOCRBTtQ5Tv-qRjeu49Mn9ymxau3dQVe2YY9uPDA1ZJnfrQQK8GSjBXcbXQTjw7rYVjIcKc82dPj6Od4eCZtZakiyQ6p7B15u81__DTVczOvrGVSm-VAhuaWlKRZLReu2RlccxJ9gII70OYw-XDHwexCSKKsQdqyW6reGc2H8-x4iG94YDVELXse-V_MvwBSeodg_yfNSoeqiC7pIYjjEA887Q73EAOs6e6P6A7oSMR9SOvzfSnSlbWxqstM8ljPSFgqBcXefVZme1T_U42GIBMMuuN0N43zfuKeqA-6ofIvuFf3Lxe09Npw6pZYriwBD9Wa82fI6sifw,מנחם Alex,
8180,Abaita Paris 17,ABAITA PARIS 17,ok,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783401738/restaurants/google/restaurant_8180_google_800.jpg,restaurants/google/restaurant_8180_google_800,800,1067,226811,jpg,1788,places/ChIJ9y7koixv5kcRK81uXHTQcpM/photos/AaVGc3mGnDbcV4UiUxHhM12TjfdVgpYxn5xZ6VbPShFCl5K5YztiXWTgD9cyTpC-a4wPfBYKQuDUc77BrbBoq1SzCByyNn5mKJlh9LrIT3SZMHkjZuSBhHcp-AasyNAkwq7L1gA30qMjz4djZbt7DyfWCYsLSUY-S3qaNbNH2aHuEVwnVsiAOSdTZA4iTDfY50tr02CDb5UK93BGqMjWCkENQrJuPyRkawd_V2gwksbzOHaiVTzasGK_vujL44-AfFQJbOH7L0fJDDOmQ1GdAa9j5IU6r5ZC6LrwbsT-eHdzbcuYaeyOI9HPOXAltb35xkvsXph0f_4fXacHPoq85Fu5wbsXlqmc_YNhIh2-w1Zu5jmVTz5J4Y1UejYfzNzaVQQBNsqa_QTkZD2-wvs7C30LGr2JaH5pAMUGFmtKHJhNzEVrgaUJCY25bIlzrsRnCYPz,Laurent Murat,
8181,Adassim Paris 17,ADASSIM,ok,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783401740/restaurants/google/restaurant_8181_google_800.jpg,restaurants/google/restaurant_8181_google_800,800,1067,122388,jpg,1396,places/ChIJH7MDdABv5kcRUYaC72veCrs/photos/AaVGc3n9gJRjY_3oHVSAilcNHH0teXxfWnv6O_nUuaaYmhvOw0OeUL2JQmqwXkO2-IP0kfRyX9mFHApp-JbglPnVC_mVYyzo8FbIhfwMkTOmkKupVJlHhkomfA1M382iF99CVew300XATZihgusG1SjMVfYjhrs__w90i8E_dzN5tVKj9Mxp2pxTg5HkuWkyFOPVIbqLmf3Yw2nK9c57u3LIs4C-KTzprO1xlMrORdPijLSMTA24JQslhfYrLNPNS9sL2mr9_Qo0_QmuGR1LnplSk0LwiMD0AQ7fz8MSO5TMstAT49j9JvwXGCG8lz5lL7lUKaNw-Kk5NVGxm6LVUbnkzErvQt2jgizMA6u16aSdZa0AIRseuuY-a8vUAm8ic9cUQLog1xibh__Ltm-zCl3KMDGkQJsK-_Mczi-E-ONkNeJ21B2xj4dODXfmy6o0qSE_,Xavier Paris,
8182,Aiko Paris 17,AïKo,ok,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783401741/restaurants/google/restaurant_8182_google_800.jpg,restaurants/google/restaurant_8182_google_800,800,600,117107,jpg,1292,places/ChIJ14OVFypv5kcRO4vs_Ig7rII/photos/AaVGc3kxBDvIj4YYRWQsJND9Qma3Fvx83l4-Anuc8suImi4cLhrGxt1zefmqg3zfBUR2pDmJVOqfkqniUkcfnqghS6JJQ2bzkG317u8yg15Y3sHNfNk65Xk5L9rktKY6Le-aQrG6GSnk0xMW3C7nz_tKRPxavpCnPiBzXsdQ_n0ORkhZaAZu6Kfn2PGg3gidpValpQ8Bhobj5mLAkSN2cHYFwtLGhvZGxyrgKJskRLGO5eAYQTPEdxDFMeZE5FdWeNGEfUZTnd2fErajm15_C-sXuPdryqgl8xhbLs3n74pO30I7L_ODH0KDiyrtYrdjSW3_fBR93FwycQZu4HObFGCe_EoltAV5AKQVky9GUcX481FAkdHaZSju30Qo_gowEQMd6DbOPqcODg8YYKVVUJRVv0iz6ducPu5b-HUJHghEPpEzp1sUD2RGUc99sgfba8zn,AïKo,
