id,final,source,reason,old_name,old_address,city,country,country_code,old_lat,old_lng,place_id,google_name,google_address,google_lat,google_lng,business_status,google_primary_type,google_types,google_maps_uri,google_phone,google_rating,google_rating_count,google_opening_hours,has_photo,google_photo_name,google_photo_attribution
4697,verified,llm-yes,"LLM אישר (0.99): Identical name (Katz's Delicatessen), exact house number and street match (205 E Houston St), same city (New York/Manhattan), operational kosher deli. The address format difference (Manhattan vs NY 10002 zip) is just formatting variation. This is the famous iconic kosher deli.",Katz's Delicatessen,"205 E Houston St, Manhattan",New York,United States,US,40.7223,-73.9874,ChIJCar0f49ZwokR6ozLV-dHNTE,Katz's Delicatessen,"205 E Houston St, New York, NY 10002, USA",40.722232999999996,-73.98742899999999,OPERATIONAL,deli,deli;sandwich_shop;american_restaurant;food_store;store;restaurant;food;point_of_interest;establishment,https://maps.google.com/?cid=3545819340560108778&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(212) 254-2246,4.5,53819,Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 11:30 PM | Saturday: Open 24 hours | Sunday: 12:00 AM – 11:00 PM,yes,places/ChIJCar0f49ZwokR6ozLV-dHNTE/photos/AaVGc3ktOlBeVRzM4mRhkbOMD9qsjcMHma1SkGCcqcBxsaQ-5ai3UoBAZnIcymZWf8VnUHkwR1-dU24FuKJOkUgrmF9YBQbeVwzip_-DbFn0Q3LCikXQCFMB0CZ17S-fkImeuKrgtIFD9mdFjBtiJ5UloGQxkTQMRRp3_-CWKOXEqy0Z0BRVczhQlTWmweLfXhQkV2G3jR6Az4i2p928cixexWise6tsD_7mnLob3G90WKuyi3mQIYPJ0-kGqNBGvTUmJno6qwgc4LkRxEorKQikO2-0sOqT9Zmp4AnpuWOgcwVxcYOsi2mgEB1JOSoy1ddFh7DxOggQfx210B6LxgtQV7rwuzxTir4AXPxT1DcSqC-1oi6l8pb2BSJQsWNYvV0ENp4JU3AR8aEyiaVPlzBoltfnnjDkYiomb5dNsZKcuInuC10l,Katz's Delicatessen
4698,verified,llm-yes,"LLM אישר (0.95): Same unique name 'Taam Tov', identical street address (41 W 47th St), same building/location in Manhattan/NYC. Google includes floor number (3rd Floor) which is additional specificity. Minor address format differences (Manhattan vs New York, NY 10036) are standard variations. Food establishment type confirmed.",Taam Tov,"41 W 47th St, Manhattan",New York,United States,US,40.7579,-73.9812,ChIJidMg2dFZwokRZjHM8aWxfOs,Taam Tov,"41 W 47th St 3rd Floor, New York, NY 10036, USA",40.7577244,-73.9805176,OPERATIONAL,restaurant,restaurant;point_of_interest;food;establishment,https://maps.google.com/?cid=16968632822309597542&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(212) 768-8001,4,189,Monday: 11:00 AM – 8:00 PM | Tuesday: 11:00 AM – 8:00 PM | Wednesday: 11:00 AM – 8:00 PM | Thursday: 11:00 AM – 8:00 PM | Friday: 11:00 AM – 4:00 PM | Saturday: Closed | Sunday: Closed,yes,places/ChIJidMg2dFZwokRZjHM8aWxfOs/photos/AaVGc3nZ7oCmlKYUML5x6IiiPsDaczQe9_LgQbXZLC03g_MZ2wv6cy3gWse58b6XeT1RKQpgD63Dy7FKBquVMhWkyEVa0eI01DLehwtnRCnLqicWR7HZ8ZBI2V5tzhwJ3wm9PEJealKtt7f83XLaFPcnmo-Szxy4k_6EkedSESwHRt_3wNt4oxbV5edm_GiaeozYoUXCZtlA8ppgKGMNaRu6onw5aCNkvZsgxEjGRtDOwwaFnGtSesnfz2X-ZvW1SjaekDFvcTJ1uU-T11_zvUBDxI7q501GRFsXWTuPZd4wnoGEt3fLvlZj47Ey6svb4L4L5wjZV6smK3KaVoqBxDNDKS4sNH57cJ3O6wBC68XgQgxHxKxBehNQX_ZACvPK86pzY5XZU2QprmIv0LhX6mucdMyrn7RSA_dmMj1sAIa42qSE90ltead6IyOXUXxEkg,Jia Sun
4699,no_match,llm-no,"LLM דחה (0.95): Different cities (Manhattan vs Lawrence, NY), different streets (E 49th St vs Central Ave), different names (Prime Grill vs Prime Bistro). Only 'Prime' is shared. ~26km distance confirms separate locations.",Prime Grill,"60 E 49th St, Manhattan",New York,United States,US,40.7563,-73.9754,ChIJbdi9fOllwokR5r418jU3rlo,Prime Bistro,"305 Central Ave, Lawrence, NY 11559, USA",40.6170012,-73.73036859999999,OPERATIONAL,steak_house,steak_house;bar;restaurant;food;point_of_interest;establishment,https://maps.google.com/?cid=6534220814197571302&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(516) 374-7772,4.2,607,Monday: 12:00 – 11:00 PM | Tuesday: 12:00 – 11:00 PM | Wednesday: 12:00 – 11:00 PM | Thursday: 12:00 – 11:00 PM | Friday: Closed | Saturday: Closed | Sunday: 12:00 – 11:00 PM,yes,places/ChIJbdi9fOllwokR5r418jU3rlo/photos/AaVGc3kuszfiARcjYQB1ALC0GYbEw1j0vNBFd_xBBj2xiw0dbTdQ5-Lk6ynzG95vF7VDIOmInMbKK88TcaKp3_WsxuZdoSjUU4QF5fXaGTqXoxBCQVvSjjVT9KEpyR38TtjnObODwBEn3ncWzvyZ0voOLUr58B4vHXtRugTj3i1pZv-_DG_jFbVH1olqJvWU68ZB3mqQRNjl8y8PahJRDx1e89pjpUTsmDsNDfeEaRIsnzHldc_D_d5hMtqM6ovKZS-43_3CI9d3GXG0ExK8OSmx7G9I6FgYmoxxljPmdqD6HeoOlSshwWGGr1DrhzbwZ086CUN2Qw0YN6awuAAukRey-NQNC4ZJUkws0HBnQmuiQ3awbmuTOIeYyTmjK5A6TzqigF_RsqE_sQkwOWjHRe4WCG8r4gTwzSqgrZOTfePDFMHWZQ,melody
4700,verified,rules-yes,unique name matches + same city,Pardes,"15 Lafayette Ave, Brooklyn",New York,United States,US,40.6868,-73.9774,ChIJ06v4t11FwokReY6LA_SNOaA,Pardes Leah Hall,"4512 14th Ave, Brooklyn, NY 11219, USA",40.6356353,-73.98825070000001,OPERATIONAL,banquet_hall,banquet_hall;event_venue;point_of_interest;establishment,https://maps.google.com/?cid=11545415198911991417&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(718) 301-0236,4.7,49,Monday: 10:00 AM – 6:00 PM | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 12:00 PM | Saturday: Closed | Sunday: Closed,yes,places/ChIJ06v4t11FwokReY6LA_SNOaA/photos/AaVGc3me4l1IFRj_qoMvpF2cNB-PEz9KGtcxxMtY9adTVqdv-J2-bMmpJiB1KbliFGdKUsxGeuIE44lJa8Ub3VOQH5qqtYHZqfBnTnTdrA-OiYpHKJYVvVdeptxVLbXiMQuUP41PYSJaA7zxNC2N6mpv5xkmQM23h-5rMSQerQHRGdlsntHg84Sz6QaZQeA8neR3yNapPDPi2tU8Aibm-OeOIB2p_LDFifHQT_qaaagM3mQoobQl3fuh7axOOr5pSjwuVjICkyqp-0CkBuSeRF9f1ScohjuwBwJ-1RO_rPYxn95JEy1Z9oLAqqvHAC3S9IIX4o82_3jlY0Q3bcW-n0WeQczeHto7_RxXXGEGNHcDGT7bDGORsxKfF-49y9Q_x5Rkv3kFgjrDSLi621KAheZaxxRQqffryCtO90FDAxRal6k1VvM,Borech Ariel
6368,verified,rules-yes,unique name matches + same city,מייק'ס ביסטרו   Mike's Bistro,"127 E 54th St, New York, NY.",New York,United States,US,40.6560116,-73.9266862,ChIJfYqvteRYwokR1I0wCpXMG8Y,Mike's Bistro,"127 E 54th St, New York, NY 10022, USA",40.7594553,-73.9710257,OPERATIONAL,bistro,bistro;american_restaurant;restaurant;food;point_of_interest;establishment,https://maps.google.com/?cid=14275228384374066644&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(212) 799-3911,4.7,1098,Monday: 5:30 – 10:30 PM | Tuesday: 5:30 – 10:30 PM | Wednesday: 5:30 – 10:30 PM | Thursday: 5:30 – 10:30 PM | Friday: Closed | Saturday: Closed | Sunday: 5:30 – 10:30 PM,yes,places/ChIJfYqvteRYwokR1I0wCpXMG8Y/photos/AaVGc3maH-gQMG6Xusp-xQ0Gh8uTCixwp3kuPma8jmNj9QdbMbz9haQ2cRe1mtXwAZF9Thf7ZEwQhtGwn0cd2Onbw1-UTHzFZU97GVIMceTtjT85QmGkwy06vUCt2YHDYpnxEuQ86C36JUNX2vmnZq2HMaMY5MnoRY7hUqlL1z8M_DGUuKr5gD4Ny_2E9qyLBZIwjCSt_fEz-EO_01NEQa7wuOu-KPd5OGrxCoWuZeqt2n7ZiaBIVncURFakGZ4_LcGkB6m3W5IO46VvUu1fpOJ2qe9iWDMmqk0A9HvawdA6zwjbZ9g_0vqcp9JfcG9UBAxqAKCha8FiWm6t-LDTFJua9ng5iBW758ACRPyqTwAbs5d135kc6ci-DBSHkoF2UfxjVwkwXzRO2DrViwwENQTRTkpRwtAthI2U37QxghF0-KWf78soOldt_bOE8-3djMsM,Yossi K
6369,verified,rules-yes,unique name matches + same city,ברנע ביסטרו   Barnea Bistro,"211 E 46th St, New York, NY.",New York,United States,US,40.7531031,-73.971686,ChIJi8RfHn9ZwokRX4JhQfohIxg,Barnea Bistro,"211 E 46th St, New York, NY 10017, USA",40.7532168,-73.9718218,OPERATIONAL,restaurant,vegan_restaurant;vegetarian_restaurant;fine_dining_restaurant;french_restaurant;restaurant;food;point_of_interest;establishment,https://maps.google.com/?cid=1739271239817593439&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(212) 461-1001,4.8,1730,Monday: 5:00 – 10:00 PM | Tuesday: 5:00 – 10:00 PM | Wednesday: 5:00 – 10:00 PM | Thursday: 5:00 – 10:00 PM | Friday: Closed | Saturday: Closed | Sunday: 5:00 – 10:00 PM,yes,places/ChIJi8RfHn9ZwokRX4JhQfohIxg/photos/AaVGc3kK6ugq8N8JJ3MokF2MQoMiEq-Hf6IoRlOFYsoA1WIDT_6QJdFgs80fGLq9Ckg7ksTqizi0HY1jIxflw2iwAnSf-OQGtn4TtypzORd2wkUvQbtI0sP_T5nV3BwRSvtb6QZC5X82Ptln-mFQ4YCLwtVLn42VJ-_w9j1mpol_T8xVg3Hyd5ly0puQFoLs8G_KhNZnmqy8FFWRe5Z2qrCWUASLHLvcI-ZFT4e5R-tDax-lI3kTu2NxgTQKJjSv1WiFqvnUDtKisJxXrhOF2vmyEshcXbVd2rQOs89_5nFabV0TE_4Hl4AxW7x7c4bOzhJK_adr3blbYGlgigL2xc_oZkRimgCRd7y5GFJMQXvekJNrajhD1erUzdt72_diKS6MP1dQrpi53vX03qBT1CX66P2u_oRnlWN2GaQrs9yOtpb-MkpUjXNZltxyDikAvA8t,Barnea Bistro
6370,verified,rules-yes,unique name matches + same city,Rothschild TLV,"1129 Lexington Ave, New York.",New York,United States,US,40.7744718,-73.9589513,ChIJueHULCRZwokRCsEDvyViaUc,Rothschild TLV,"1129 Lexington Ave, New York, NY 10075, USA",40.7744784,-73.9589774,OPERATIONAL,restaurant,restaurant;point_of_interest;food;establishment,https://maps.google.com/?cid=5145751963505508618&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(917) 341-4169,4.6,492,Monday: 12:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:00 PM | Friday: 12:00 – 4:00 PM | Saturday: Closed | Sunday: 12:00 – 10:00 PM,yes,places/ChIJueHULCRZwokRCsEDvyViaUc/photos/AaVGc3mnRk_e0MYEZJJ11rtJnqxD0N9-7HcTPadPUMl8NKQAQWLKUSXxSGOfHR067dNDBfO2DGyq9hgPyAJHThaaJvJ3By1g-hGKycDy-s81xvhNGsHxTtj125gJmGG2GrzcI8ke2NZ4Lm84LR2cQ10COfIgL_464wjBF9Lp4bRBxfUbVMrFXrKiOCLbjZLNfeUYEqefEGjS0T0aJItoFRDuF4eRbq1SQxItvFfH5M0ZIdDreDVDH88LLnkeim7sOnnzviYIXf0pPpi6JioBElBX0AQfKgSzFfmvj7yJhEwidkmAOIlZrpNcRcSdQBwNGKohuHxx5_h0f3doz9DA-ej8q3qbS4DwN9JQAz7fuA4VFZZapPfU0GRXC364OrV2E2CBtJfKIH78YxzQevuFfORD2by6QJNiiVKWJIqbgQFI27GgLTDv,Rothschild TLV
6371,verified,rules-yes,unique name matches + same city,Tabernacle Steakhouse,"315 W 36th St., New York, NY.",New York,United States,US,40.7540665,-73.99334,ChIJyWOW3eVZwokR8qLrOm1qVlU,Tabernacle Steakhouse,"315 W 36th St. #2, New York, NY 10018, USA",40.754045,-73.9933586,OPERATIONAL,restaurant,sushi_restaurant;steak_house;japanese_restaurant;restaurant;food;point_of_interest;establishment,https://maps.google.com/?cid=6149219358593491698&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(212) 933-7001,4.6,1357,"Monday: 12:00 – 3:00 PM, 5:00 – 10:00 PM | Tuesday: 12:00 – 3:00 PM, 5:00 – 10:00 PM | Wednesday: 12:00 – 3:00 PM, 5:00 – 10:00 PM | Thursday: 12:00 – 3:00 PM, 5:00 – 10:00 PM | Friday: Closed | Saturday: Closed | Sunday: 5:00 – 10:00 PM",yes,places/ChIJyWOW3eVZwokR8qLrOm1qVlU/photos/AaVGc3mpZAzClSi2RMD46ly2_L3pbpCe5xGdY_CPB9iZ7tQ6pTzEFjXAXAEWQP-CGmaDCHTJpcLOZtXUtxFJ1XPBvUe1eb_RFF5iiRNgNTDN71q_E2T_amm7Zsem0GgcyzfxwOARgKNuSxS8zdGlDaY73pHzW9-5XffNWhmO84KkFG7_Ueey1uw0dg7owJ2MoSr_9UW0lXedhNNpQUx4E9k-8wkYfhp7yGuVpRsEbnZmbsfr2Ji1cen3UL5yE-ACcOYV8_g66K3zzKf0uN7srjqU9U1CbEBI6jafJwk6QiV9fKV4bLKy4DIKZcqGmrgOvNIsLuBJ2Mncn4IKbW-Ijw9Ih5YIke4vui06MI_JrZSAfdB0v0DAAe9KqB7Cwu3PeaOyCp7DaqX7v8vo1pipIOn_AlCPGhW1Y_W2joZq9at6syo,Tabernacle Steakhouse
6372,verified,rules-yes,unique name matches + same city,רזרב קאט Reserve Cut,"40 Broad St 2nd Floor, New York.",New York,United States,US,40.7127281,-74.0060152,ChIJB3aptxZawokRjo4qFn2QeWA,Reserve Cut,"40 Broad St 2nd Floor, New York, NY 10004, USA",40.7060793,-74.01184040000001,OPERATIONAL,restaurant,asian_fusion_restaurant;fusion_restaurant;fine_dining_restaurant;asian_restaurant;steak_house;bar;restaurant;food;point_of_interest;establishment,https://maps.google.com/?cid=6951746366740270734&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(212) 747-0300,4.6,2390,Monday: 5:00 – 10:30 PM | Tuesday: 5:00 – 10:30 PM | Wednesday: 5:00 – 10:30 PM | Thursday: 5:00 – 10:30 PM | Friday: Closed | Saturday: Closed | Sunday: 5:00 – 10:00 PM,yes,places/ChIJB3aptxZawokRjo4qFn2QeWA/photos/AaVGc3m__BLydlEWa9nnqtGEHYwK8PDfP4d_Am1kM_fgIW-cYtEU9SNkY33bpElUhAH_5Zix3TgVN-J-Zu9VR57NJwxA9toxsx4Tw_FeGNVoKYi5cHarWCF32bSkHU4zUxv69TzuXptx4OJlSmfSktxjkMDE1VDatvnGmVLAhbonZ1y5Cj7_IiZKZA2IEY0y073bT-8Nb70rJD9XJpvq4wJwsUlbmBgN2AacEkmc8yfRN40eZWX8jCiPx8381kNfvYwdaY5jfX-b_jYXnFZCDUOsxwgzSBtEwBNJXit03w7FFX58oGZIr8X2pQhZsOYv9d7BHNc_wNgcyNajzYMplTpx8Fr5Pc7nK8OtY5xC-rTL9jT4xegGnjc2YG-l2WYfwxdfIgMmys-a8zIzFKDS1uvbTKv6dMiK2ujkgbFODA73wU5Fn9hO,Reserve Cut
6373,verified,rules-yes,unique name matches + same city,Noi Due Carne,"141 W 69th St, New York, NY.",New York,United States,US,40.7762453,-73.981466,ChIJHfdQ64pYwokR02vspl-2oMk,Noi Due Carne,"141 W 69th St, New York, NY 10023, USA",40.7762472,-73.98146539999999,OPERATIONAL,italian_restaurant,italian_restaurant;restaurant;food;point_of_interest;establishment,https://maps.google.com/?cid=14528812919835880403&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(212) 712-2223,4.8,1186,Monday: 5:00 – 11:00 PM | Tuesday: 5:00 – 11:00 PM | Wednesday: 5:00 – 11:00 PM | Thursday: 5:00 – 11:00 PM | Friday: Closed | Saturday: Closed | Sunday: 4:00 – 10:00 PM,yes,places/ChIJHfdQ64pYwokR02vspl-2oMk/photos/AaVGc3mkvSDCwFjchpNMtXaeff7Wan7hby2oeVjtk4XO1AmCEL6Cg3BF5VyX9z0YrD3OYyy2ZCLxIvOgDfm--wAsDKUFsUruypSSs58FJbcBBt1IrR7G8IPpLahGTF2GvyD45Y7GMS1HZdy5mr19GjzNCXAGHPOb9BQv49rahF3z0noqkN7yRCCGrPIeKRqXkbkCMu92itRCmPXH3GDS7L3w4ezNkQwblbEW6u7cfAvfMIlpxoy-LEa5a3QUL5ew2uiEQxZYKP9bg2XmNIMYh206x4LMV8R7f8kAQhIu5OC3vwYaPEqIew6eDz65TUjetRr65QvSSYKDIpclZX3UYjAJBpuWrV0qpsGcqdIAi_WpMcKIZvh-aUQlrv7XLpIuQweAFyC256h63QSudPg9NuoLvFXf1lWf0rBEu3dEiwSNRWs,Noi Due Carne
