id,final,source,reason,old_name,old_address,city,country,country_code,old_lat,old_lng,place_id,google_name,google_address,google_lat,google_lng,business_status,google_primary_type,google_types,google_maps_uri,google_phone,google_rating,google_rating_count,google_opening_hours,has_photo,google_photo_name,google_photo_attribution,decision
7576,verified,rules-yes,unique name matches + same city,550 Pizza,"9301 W Pico Blvd, Los Angeles, CA, 90035, USA",Los Angeles,United States,US,34.0536909,-118.242766,ChIJe3n-F-C7woARE6o0-1DgECM,550 Pizza,"9301 W Pico Blvd, Los Angeles, CA 90035, USA",34.055690399999996,-118.3929824,OPERATIONAL,pizza_restaurant,pizza_restaurant;restaurant;point_of_interest;food;establishment,https://maps.google.com/?cid=2526766029371386387&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(310) 425-5213,4.4,101,Monday: Closed | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 10:00 AM – 4:15 PM | Saturday: 9:30 PM – 2:00 AM | Sunday: 10:00 AM – 12:00 AM,yes,places/ChIJe3n-F-C7woARE6o0-1DgECM/photos/AaVGc3kZ8MeRjqX7wGfinPGT9ad4qHcVfPwNKFzi434jLiBQLphQJGXJboismUhcqD1jX_nfLoPipjgri0KXn4kIp9YLJmcIXcH_H29zUObIC26i7GoGlyEPtzGdaqcHUFdLiPWy04pDXlQAPxSfwt1RTYhVD7XaaivSsSInTN5biPRgpAeVXIJ_sBjzxrZYVGXvuYoU6boJaqRg201D1pz6kzbJ1Z-cSLXPrFehR5JyqkfkroIpmA7KSXkf8gJUc1E1Dkev6P7yV8_ZmJ1QOCQfP4Uwb5h2sv3GlcKiewKYBUtzuS94EE3TaeYwg6zJ--xmvM5mX6XbcXUFoXTss4LIHT84wSEkiBwIFSwBlyGxxOTHHaWKpqyNL024fzxi0PAYoA6Yg345Y4gVRp2k0wJHKmZvl4iutq11S4llET8h7NDDsh6Fym7hFOcJcXX59A,550 Pizza,apply_google_shadow
7577,verified,llm-yes,"LLM אישר (0.95): שם ייחודי זהה (Al Ha Esh Kosher Grill), אותו רחוב (Vanowen St), אותו מספר בית (22950), אותה עיר (West Hills), הבדל קטן בכתובת (יחידה B ב-Google) - זהו אותו מקום. ההבדל בעיר (Los Angeles vs West Hills) אינו משמעותי כיוון שזה אותו אזור.",Al Ha Esh Kosher Grill,"22950 Vanowen St.  West Hills, CA , 91307, United States",Los Angeles,United States,US,34.0536909,-118.242766,ChIJz_wknUWdwoARVjDafZKKXiQ,Al-Ha-Esh Kosher Grill,"22950 Vanowen St B, West Hills, CA 91307, USA",34.1930218,-118.6275046,OPERATIONAL,restaurant,restaurant;point_of_interest;food;establishment,https://maps.google.com/?cid=2620684394957516886&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(818) 914-4097,4.8,194,Monday: 11:00 AM – 8:00 PM | Tuesday: 11:00 AM – 8:00 PM | Wednesday: 11:00 AM – 8:00 PM | Thursday: 11:00 AM – 8:00 PM | Friday: 11:00 AM – 4:00 PM | Saturday: Closed | Sunday: 11:00 AM – 8:00 PM,yes,places/ChIJz_wknUWdwoARVjDafZKKXiQ/photos/AaVGc3lQlEp4MFZPs5ktR6x_yFz0mKmD1w0QAuqq5bzjO7OLRjOORaMtozeNJppy8GaYbCuFW3Ye5Vk77ux-PxhKB2parzEAibipwDCOZBj8UiexVqXZ7kg0-p3Xe41F6spPTAPKbHoAb8raIUB38W1_Eq_0_9a4KA2pBrqNp7mKS88fKr5-_aP_eptTDz-tqt5e69IJq3pXhxdhiYBmd251u5fOaJxfDCVICo4k2pmIr38u8CMy2RAIUcC_BU2GvBlz5EGnPmvr11Llh8N02vp-PfrhD7ycbHp53E1RNdwu31o7d4X7hYuqhVbj-df1gSd7rXRRk3OJqnG2aG0eEsfo5OhjbVnkRrgL8nZgWDohCip7NGyLB4HUcr3XO7R2fapJgN_8MTRIO1P64A2xwMdCZhtnuARUIIZNXSMF6YDFpDXSLD5Sk7ado04CpzGz2Q,Al-Ha-Esh Kosher Grill,apply_google_shadow
7578,verified,llm-yes,"LLM אישר (0.95): Identical name (Angel/Ángel bakery & cafe - accent variant), exact same address (17928 Ventura Blvd, Encino), matching business type (bakery/cafe), operational status confirmed. Accent mark is trivial spelling variant. Address discrepancy flag appears to be false positive - coordinates align perfectly.",Angel Bakery & Cafe,"17928 Ventura Blvd, Encino, CA 91316, United States",Los Angeles,United States,US,34.0536909,-118.242766,ChIJw9aFC62ZwoARwDJ3PEQDM1c,Ángel bakery & cafe,"17928 Ventura Blvd, Encino, CA 91316, USA",34.1638035,-118.52310969999999,OPERATIONAL,bakery,bakery;food_store;store;food;point_of_interest;establishment,https://maps.google.com/?cid=6283369496719078080&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(818) 881-1100,4.5,52,Monday: 8:00 AM – 4:00 PM | Tuesday: 8:00 AM – 4:00 PM | Wednesday: 8:00 AM – 4:00 PM | Thursday: 8:00 AM – 4:00 PM | Friday: 7:30 AM – 3:00 PM | Saturday: Closed | Sunday: 8:00 AM – 4:00 PM,yes,places/ChIJw9aFC62ZwoARwDJ3PEQDM1c/photos/AaVGc3ld_AmuX8Cvm1xqM_IEgAuzqLy4kkcVPEiglQ14S_P9HIYPWXqNAHbq6qdd50p800FJL-yzojlbhB708dpNH9eQYeGnSenmmPUpGtWNhDTs8NwrMsTBzOubWkXpgkJLboKrnNdoYJeR-ukXHVxegbVQX6iXMuGzKis6W1N9o6-fX9SOWk8-ePFZAeItx_Vc5lvLD8V0othsbXVyB-X9F7aZbdgpzxAamK0ICu4E_KPfuvGZX3mxcNDgpQU7cYDAI9iJOPViuPaGu7TsgqblADP_A9L77wm0EPv6PpDIv-pa-TKNIZ7O9TtW8nb33t5EzVeSgV6mZZZZ5GzI8KiK39e1IZFt7OdNXFOuqQp2IHZxXGHF0iBhCHBWb3_4YsNU87f4ZHZ8ApqoQxqHFeKhg6tALJDwPzaeJ5NaEPDdXPF4fVk,Ángel bakery & cafe,apply_google_shadow
7579,verified,llm-yes,"LLM אישר (0.95): Identical name (Arais Machane Yehuda LA), identical street address (19527 Ventura Blvd), identical zip code (91356), same city (Tarzana/Los Angeles area). Minor address formatting differences are inconsequential. Same kosher Mediterranean restaurant.",Arais Machane Yehuda LA,"19527 Ventura Blvd Tarzana, CA, 91356, United States",Los Angeles,United States,US,34.0536909,-118.242766,ChIJoxrSg3yZwoARNDIJr67A094,Arais Machane Yehuda LA,"19527 Ventura Blvd, Tarzana, CA 91356, USA",34.1729566,-118.558973,OPERATIONAL,restaurant,mediterranean_restaurant;restaurant;point_of_interest;food;establishment,https://maps.google.com/?cid=16056388952999408180&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(818) 457-4075,4.9,320,Monday: 11:00 AM – 10:00 PM | Tuesday: 11:00 AM – 10:00 PM | Wednesday: 11:00 AM – 10:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 4:00 PM | Saturday: Closed | Sunday: 11:00 AM – 10:00 PM,yes,places/ChIJoxrSg3yZwoARNDIJr67A094/photos/AaVGc3kI-ZngMTp06zuMj3fxKgghosMb7YdhvNw4tSdHrf7FxNpPdwsCv92C-R43h3ygVvt3-7sT4To4N2Wv1yCE-wAOpxiaUFFwlvTvAkJcfy4l2cJpNoSddy2tathjaypl_BK-JgQBu7pA3_JkoFftKDZjgAqxZKkBs9tXftBee8xic8CuVybi9aVxxz7RhZAj3Ihhwq5no5uWlksQMhfsufn6zNA9FxLUI8BP-QV0uPyxzqRX4j43N1jmaKJtx5OLtsrAqiJimfbUahXMqYodRFNXyCbN5kaSujhyRUZPxU2Z9LvXQUxgPCIZeP-tR4rFhp-bfOt0Jqri_ak-1f1fWnK38-2SErnzepz8cndRaphWYtQgm0FJnTZUInoowQT_8IDqqU0RVSnaPdVRnTWSo_T7FmKMjmW-X743g3xaoAs8W-8,Ben Lopez,apply_google_shadow
7580,verified,rules-yes,unique name matches + same city,Bacio di Latte - Century City Mall,"10250 Santa Monica Boulevard, Los Angeles, CA 90067, USA",Los Angeles,United States,US,34.0536909,-118.242766,ChIJIZyziIu7woARXO-grNhHTl0,"Bacio di Latte | Westfield Century City, LA","10250 Santa Monica Blvd, Los Angeles, CA 90067, USA",34.0592271,-118.42022469999999,OPERATIONAL,ice_cream_shop,ice_cream_shop;cake_shop;coffee_shop;candy_store;cafe;dessert_shop;bakery;dessert_restaurant;confectionery;manufacturer;food_store;wholesaler;store;restaurant;point_of_interest;food;establishment,https://maps.google.com/?cid=6723390289645465436&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(310) 272-7800,4.7,351,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,yes,places/ChIJIZyziIu7woARXO-grNhHTl0/photos/AaVGc3mR3_9vnrlxt-N4Y9PSIZHzutP6tujhKsfQ08R7IUlYXNl4E2Df3dcRPYvbkjz_1f_vK6SeSg-DDNdUPG2KkUff4sGN3vKIzuyktFXllGw0FYz3_RxN20fkvGMO-Qbjs8aV8QLRNt6zb2BdLtClewC6RKvnHEWk_FVZb6e_kkstvWTc2SFJXI8AtVa6nyyvt34rAgn-w0L0x0qmcDfQj-iI0UfGJDJwTC5kdYn-IcOsyi-yofU_u_hK73abqKhj4XmBySoV-9dnpAKRSh0jNTdSKzt0-PJb0oV4xKzuQst-bGCxJb3xHqWUVZ4nMENCs04h1v1bL0fwcay30MiesB5TtnY4tDEX3w9kzHgJTf8rkW1JLB4CWKXtUVse1fzjpifKrf9S8pSw-FU77w5n0s4pdJNKMDBH3ZahylSf-8adNA,"Bacio di Latte | Westfield Century City, LA",apply_google_shadow
7581,verified,llm-yes,"LLM אישר (0.95): Identical unique restaurant name 'Basbussa' + exact street address match (8338 W 3rd St) + exact ZIP code (90048) + same city (Los Angeles). The minor address formatting differences (comma placement, 'CA' vs 'CA ') are inconsequential. Google's OPERATIONAL status confirms it's an active food establishment. High confidence this is the same kosher restaurant.",Basbussa,"8338 W 3rd St,  Los Angeles, CA , 90048, United States",Los Angeles,United States,US,34.0536909,-118.242766,ChIJQZXgoui5woARk5yOlQCxqRA,Basbussa,"8338 W 3rd St, Los Angeles, CA 90048, USA",34.072597,-118.3714268,OPERATIONAL,restaurant,restaurant;food;point_of_interest;establishment,https://maps.google.com/?cid=1200685391738215571&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(323) 452-9250,4.2,231,Monday: Closed | Tuesday: 6:00 – 10:30 PM | Wednesday: 6:00 – 10:30 PM | Thursday: 6:00 PM – 2:00 AM | Friday: Closed | Saturday: 9:00 PM – 2:00 AM | Sunday: 6:00 PM – 10:30 AM,yes,places/ChIJQZXgoui5woARk5yOlQCxqRA/photos/AaVGc3ko_LxiAx_EQH-fHmA0z3TveqPPB98ZYaL4td7MAKBNZM25nAW5WWOTay3r0uerVE0BhgM-GVha3gjLgy3LHmnSaPbDKo2mNnEN42Ptme65vgw9E0SQuu6yQZIw9G87TyRD6pokK6_nBATEJG--eT9oHjX5bOQCOaB022KYEE4m2PO3aY72wR1G1Jv9kFJuVoNdfF3ESpaB7118n6unKBEY6_ftwafpS69rd_Btci_NJX-7-yaAuUZfkVa2GqZsLmeQN4zkeiaWvWShr8Lm0-2ZICHnVHbWij0nsy-s4Zg2Ld5s0ZZIB9yTS9iwtYgb5V9ShsjXlxzBrqeE3Py9OG2MrouQSF5f-UqFy8ttSFCk95VE19iq7HJM0pa_Byy_iUUBsqC0-4CpiufpBy9LtMvRwpoBjipLl8PketfU_ykeSg,Basbussa,apply_google_shadow
7582,verified,llm-yes,"LLM אישר (0.95): Identical address (1831 S La Cienega Blvd Ste B, Los Angeles, CA 90035), same brand chain (Baskin-Robbins), same business type (ice cream shop). Minor address formatting differences (Suite B vs Ste B) are standard variants. Distance metric appears to be a data artifact.",Baskin-Robbins (LA Cienega Plaza),"1831 S La Cienega Blvd Suite B Los Angeles, CA, 90035, United States",Los Angeles,United States,US,34.0536909,-118.242766,ChIJYZ0AFWG5woAR9u5a6W3xwsg,Baskin-Robbins,"1831 S La Cienega Blvd Ste B, Los Angeles, CA 90035, USA",34.0444794,-118.3784747,OPERATIONAL,ice_cream_shop,ice_cream_shop;dessert_shop;confectionery;cake_shop;bakery;wholesaler;food_store;manufacturer;food;point_of_interest;store;establishment,https://maps.google.com/?cid=14466390407436234486&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(310) 559-3131,3.8,196,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,yes,places/ChIJYZ0AFWG5woAR9u5a6W3xwsg/photos/AaVGc3kgPv7zjjogwFRvitdDQX0sdi940HO8rfEPXDSuap_0IV7vYPp20OBOjR5zr6BJQcGe2IJriaZm4uNoA1nZi-_sbQyjc_bok6QgygwQ1a4tzZVQbuCq_Y0NfOYKYMZD8o_ej6OFMyfmxxeEdDOE9AKSVxlPr5B6HSvH4b1mkdIvvL3Le9T0r8qtWihalIC0iczC76OVavh7fgPx7uZAVIxEpT5Dgxp_U7p-uKPP-quLU7WowRsxYzQia3WQI7N2WY42ULg-sA_1IdXX4FH0s3bdD8BSECf2uwMaNz57m9ZmrCBzOn4YVqPuV_thPWDOh5eVZD6IkcV-wfTz6CXnNos1dgXcD3MOR87ngTk095D7-uiMp-Aol4M5TOxgUswO44qln2tLJ69_sMpQ5r5Dbcm-GO4QuxPvdq1XWGJI6v2ZfGlZ,T Young,apply_google_shadow
7583,verified,llm-yes,"LLM אישר (0.95): Same address (16101 Ventura Blvd, Encino, CA 91436), same name (Beck's Cafe/Café and Bakery - spelling variant), same city. Status 'CLOSED_PERMANENTLY' indicates this is the same location that is no longer operating. Minor name variation (Kosher Cafe & Bakery vs Cafe and Bakery) is consistent with Google's typical name simplification.",Beck's Kosher Cafe & Bakery,"16101 Ventura Boulevard Encino, CA, 91436, United States",Los Angeles,United States,US,34.0536909,-118.242766,ChIJ-eQNafCXwoARr_8PpvovJcw,Beck's Cafe and Bakery,"16101 Ventura Blvd, Encino, CA 91436, USA",34.1566973,-118.4842366,CLOSED_PERMANENTLY,restaurant,restaurant;food;point_of_interest;establishment,https://maps.google.com/?cid=14710216511449989039&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(818) 616-4088,4.2,87,,yes,places/ChIJ-eQNafCXwoARr_8PpvovJcw/photos/AaVGc3mo-1MipCTlXnGJEVkVU0mXchbDvgxezqUQG0pdhAFCYjAn9-LbnKNs1g2qv581nvEsb5qK9Iz6wkqv32FxIs2GbliBOx-xxXp8s_VFsUa14koqYrAtRCVa0VW30Te-_APgVYPZAd2bKLUGvX-3prcWhBNEvNUZSCJ0BpYYwtGwi0Go80NFd3Ba5aUBdTzm3AiCOjhDL_o60wZ4aw06XogltVvNYNDDD2I0GQ2spMzRYWT_yc5VTDsN-M10cze_Od5IT2w8MyS2cBl-zmewHWE8WJgkpQ8pPAY8ZOqtEZbfXKNWAcrMA5I7D_eFBhbVpqjiFdvTp-OGaBy7KEM9AP0SYcpnIa8ltiTZ3c46xOtTx9ngOecg9P0S4VKToEuu6vGStWrpNRsBFIWgYXiIBvfY_nV_RiMQPjTBBTDbDLPHMMh0,Cigal Shaham,apply_google_shadow
7584,verified,llm-yes,"LLM אישר (0.95): שם ייחודי זהה (Bella's Bread & Butter), כתובת בדיוק זהה (7212 Melrose Ave, Los Angeles, CA 90046), סוג עסק תואם (bakery/cafe), סטטוס פעיל. ההבדל בשם (Bella Bakery vs Bella's) הוא וריאציה קלה של אותה מקום.",Bella Bakery (Bella’s Bread & Butter),"7212 Melrose Ave,  Los Angeles, CA , 90046, United States",Los Angeles,United States,US,34.0536909,-118.242766,ChIJ75c7FwC_woAR-7KKeuendz0,Bella's+Bread+Butter,"7212 Melrose Ave, Los Angeles, CA 90046, USA",34.083295899999996,-118.34669710000001,OPERATIONAL,bakery,bakery;cafe;food_store;restaurant;food;point_of_interest;store;establishment,https://maps.google.com/?cid=4429193371177366267&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(323) 272-3315,4.6,168,Monday: Closed | Tuesday: 8:30 AM – 3:00 PM | Wednesday: 1:00 AM – 3:00 PM | Thursday: 8:30 AM – 3:00 PM | Friday: 8:00 AM – 2:00 PM | Saturday: Closed | Sunday: 8:30 AM – 3:00 PM,yes,places/ChIJ75c7FwC_woAR-7KKeuendz0/photos/AaVGc3kL296Xup_znRebJcqlCBFPmQF5V7OuXZUk12IpYmNA_bXo9VS-yyhMkF4FL_nLbyvunyyeVKhXuMqXI56RMylUXXkMWdi-jE03w3LGP863MBs4Rnx34m_PeKxkQsIfQmzwgf4Hy_yX2Pww9FTMTDYxvbJIpdUQgvfHww-MuoHDAWymbPPP2A2rTSSlxhxbbY0TqRT5YUGUY0c-QeCn38AKZi3J8zjH0a-k75M5YY68toGam3QlZR8AQop3Osb-eTC9id3wAJ31UFKS1z8SfTOsUOyQ6kxMxTJtcfaN2GokiXi0U9H2mv_h31-tTWGcmFewO7pL3wWiSp6h_2np4sv0rqxLy0JnZ4yV8GSBKKE1nuKwBY1FwhHdUPeMJsjIqoqcbiqF8dWqv5yJOEY8qaqz8ggb8b59dfTHNQzOtwCAxmk7WDDEsL-36HX0mM-B,Bella's+Bread+Butter,apply_google_shadow
7585,verified,rules-yes,unique name matches + same city,Bibi's Bakery Cafe,"8928 W. Pico Blvd. Pico-Robertson, Los Angeles, USA",Los Angeles,United States,US,34.0536909,-118.242766,ChIJvQ5d0125woARJqzL05mDTMo,Bibi's Bakery & Cafe,"8928 W Pico Blvd, Los Angeles, CA 90035, USA",34.055068999999996,-118.3867154,OPERATIONAL,restaurant,pizza_restaurant;vegetarian_restaurant;bagel_shop;breakfast_restaurant;bakery;food_store;store;restaurant;food;point_of_interest;establishment,https://maps.google.com/?cid=14577170790598028326&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(310) 246-1788,4.5,537,Monday: 8:00 AM – 7:00 PM | Tuesday: 8:00 AM – 7:00 PM | Wednesday: 8:00 AM – 7:00 PM | Thursday: 8:00 AM – 7:00 PM | Friday: 8:00 AM – 2:30 PM | Saturday: Closed | Sunday: 8:00 AM – 5:00 PM,yes,places/ChIJvQ5d0125woARJqzL05mDTMo/photos/AaVGc3mxCUnWBEU3Ue6DrA2Nd_n2jais6OWvfFcFpKZVE5Cr3BYdFfx57BJ2fNjkjm-JO6SXCO4zKoNikNcG4WKzs43uNmc7tUSjHxrD-SWl6Gk6YiWnD-8SdnJy6RTfflPai5VjkS_AcMw9Hhc9NzzCViF6c34LQ7YICoad8ACXaaoaawxC4Q5s1OcnHWdno69XDoDdVH4ttpl_lJ25KUBoIthafXMAyBLMr3lHJWlebSg7R-O1eA1HA9b9fSIxzDmKIKUFbo0i0h93RdZcAssOBHh58pC1QuiFtEYH9wSTuMvbmFSX97uiQTErJ5wF48SW1MhMnnz9WZepfxzm1x6lbD6erGAk1B12aeZ2fyTR7vP9Bv1JZVK7ow3uiZkJEPH2V_R64FDRqpxcq2jgx8nfUfsgOBYFRR5s436ik3V3pp2TVg,Betzalel T,apply_google_shadow
