id,final,source,reason,old_name,old_address,city,country,country_code,old_lat,old_lng,place_id,google_name,google_address,google_lat,google_lng,business_status,google_primary_type,google_types,google_maps_uri,google_phone,google_rating,google_rating_count,google_opening_hours,has_photo,google_photo_name,google_photo_attribution
7704,verified,rules-yes,unique name matches + same city,Aderet Grill & Salad,"13410 Preston Road at Dilbeck, Dallas, Texas 75240, USA",Dallas,United States,US,32.7762719,-96.7968559,ChIJ3db-1PogTIYR0yweBQnfY9c,Aderet,"13410 Preston Rd J, Dallas, TX 75240, USA",32.930510999999996,-96.8026216,OPERATIONAL,restaurant,restaurant;food;point_of_interest;establishment,https://maps.google.com/?cid=15520493970682424531&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(972) 726-9800,4.6,432,Monday: 11:30 AM – 9:00 PM | Tuesday: 11:30 AM – 9:00 PM | Wednesday: 11:30 AM – 9:00 PM | Thursday: 11:30 AM – 9:00 PM | Friday: 11:30 AM – 2:30 PM | Saturday: Closed | Sunday: 12:00 – 9:00 PM,yes,places/ChIJ3db-1PogTIYR0yweBQnfY9c/photos/AaVGc3m2Ue4AJB1H4-dXgN0FexweZeeVLrqRIFaj_Oibms7Cfml921ki7tfVHXsf4I5Ab-VAiJSh5PILZJepdXyPkO5mLUpBN8cMaVpeJblfirUuvad2UwXLmnvrAeY0a0x2Krmz8xoxf54rJB8uoHsgcLUDRdoPtsDKPTZQpi8KXxSxglC0OLArFTHbTCzilXntvJaSaQ5pehqu2CITFs9XsqrmPF6iKpn682e39maQVEN3EHWmKWohem6uA8jKgtWqXcI0Mo3TJqjfjj_HVbCJK6ibxyUlZNbWlIdRBq4M4kbGbi_JLYq4cdUgeeUD-KRFHJ0JjPL0VO31qdfuzJbw9CudS_nBs8Hw3z1-ZXxo9Lu0R2veaN01nl4N-87yIk5DtQclZzZPiOQ8E7ggO5p7muZblevsNorsb42txtn8pbhtJll441-sCoBXNt3C1SHR,Aderet
7705,verified,rules-yes,unique name matches + same city,Benny’s Bagels,"6911 Frankford Road at Hillcrest, Dallas, 75252, USA",Dallas,United States,US,32.7762719,-96.7968559,ChIJbxNBUzAiTIYRt8YhmYm5WAg,Benny's Bagels,"6911 Frankford Rd, Dallas, TX 75252, USA",32.9982154,-96.7841763,OPERATIONAL,bagel_shop,bagel_shop;cafe;bakery;american_restaurant;food_store;store;restaurant;food;point_of_interest;establishment,https://maps.google.com/?cid=601434550884746935&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(469) 444-5434,4.5,472,Monday: 7:00 AM – 6:00 PM | Tuesday: 7:00 AM – 6:00 PM | Wednesday: 7:00 AM – 6:00 PM | Thursday: 7:00 AM – 6:00 PM | Friday: 7:00 AM – 2:00 PM | Saturday: Closed | Sunday: 7:00 AM – 2:00 PM,yes,places/ChIJbxNBUzAiTIYRt8YhmYm5WAg/photos/AaVGc3nn6-UbA-_c4QT0sxk9queZUT5shtFp_cf_XEzQmbQlasNjSrbSZvDDkbkUzCeu8vMXHksYivWdFp-YcC3w2HGm15yHDoiMCNvFgH8thzcbZmnGngT6S2Zo4f3m2aKMB9JQS65xxqijmJwRPj45bsple4w8O4R0QhkYwtojutdQOKIsKQOh2VMWbA_LxkYrvw9Y56gp3XrQDDSt9UfXJQlTQb3ctuLpVKYLmGMtMCQl70cJdGhgIaOIujNzlmD1DCt6cwswKUm14vL7WxDLi6dbvvJj8GvHjLu9mZ8fp7A6D-8eas0pKWYoEKNU-6EMNPPPwxPGj8ax7ctmvt9SdowNjizjsGH9O5LPpjZTUHeqk9pti5jqDWVh3fFytdDJBkYeQMGSWmbfOASmQA6jqsExuygf538gBJJ6w4TZw4KNoVEQHkZ2ZqJBYSpB2L50,Mark Holt
7706,no_match,llm-no,"LLM דחה (0.85): Different names ('Gourmet Palate' vs 'Palate by LRC'), different ZIP codes (75248 vs 75252), and ~23.8km distance apart. While both are in Dallas and share 'Palate' in name, 'Palate by LRC' appears to be a different establishment with distinct branding. The address mismatch and significant distance suggest these are not the same restaurant.",Gourmet Palate,"Dallas, TX, 75248, United States",Dallas,United States,US,32.7762719,-96.7968559,ChIJ_8CReaojTIYRoSzKEMj8Koo,Palate by LRC,"17390 Preston Rd Ste 246, Dallas, TX 75252, USA",32.9901,-96.80079769999999,OPERATIONAL,restaurant,restaurant;point_of_interest;food;establishment,https://maps.google.com/?cid=9956047862461246625&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(972) 863-8182,4.9,73,Monday: Closed | Tuesday: Closed | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 11:00 AM – 10:00 PM | Sunday: 11:00 AM – 3:00 PM,yes,places/ChIJ_8CReaojTIYRoSzKEMj8Koo/photos/AaVGc3lpNs5RB7Clp0dYwxbgCv1ZBeSEmSdTYxqmZXHi82PTUYWUhqeKul0Nc93tiFbtZvF3fqoVBpmpO7Gkz2jFObmMEBOAtU7Ywn-2A_BvbyfMyzXnVX9Suu68lESxbVp4LdPunh64qyWfvx-fYJdW7W3bupWmUAwRoYXcFqThK40sc_YmVJibsuKC2N6tBzKI2DUPcFYefUP0OHyAB9CMDmtRZR6fSamQRLutcBUNxFmUtXM0JGgbwGc7dRhBNLWSCyrZWX6ufT8ml1Uqh7u7q5SSdos0LFcmXp2ebuMoCMp8Clkd_ApmbqNcETn1w2jJCbubUpysys9dqh0fxs6SRPz1GpFL37IVRqK4O_n9kbMI8elfeKK5hjyqpZ6EfhrX5GS8BOx-mt5D7WqiY9s4wu-1lvDhRQAFxrGnRIFRvB-cjQ,Palate by LRC
7707,maybe,llm-uncertain,"LLM לא הכריע (0.75): שם שונה מאוד (JCC Kosher Kid's Cafe vs Dallas Kosher), כתובת שונה (7900 vs 7800 Northaven), וB מסווג כ-non_profit_organization/association ולא כ-restaurant. A הוא בית קפה לילדים של JCC, B הוא ארגון כללי.",JCC Kosher Kid's Cafe,"7900 Northhaven Road, Dallas, 75230-3352, Texas",Dallas,United States,US,32.7762719,-96.7968559,ChIJFVOlinQgTIYRbRrlGS3pess,Dallas Kosher,"7800 Northaven Rd, Dallas, TX 75230, USA",32.8998833,-96.77344970000001,OPERATIONAL,non_profit_organization,non_profit_organization;association_or_organization;point_of_interest;establishment,https://maps.google.com/?cid=14662287916775316077&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(214) 739-6535,5,5,,yes,places/ChIJFVOlinQgTIYRbRrlGS3pess/photos/AaVGc3mOGREHzn8Ywy0aqSfnat_Kx_jfBVGs-XCdNH3vJhhY7JWrcc1lovEPmCJL3i5p4U_hs11AFXeboemarS5HOXONyO1YYypTuS5w_qD3VdrDrOa5xwwjYAkiTHEoN1VlLC-RdfOnWeB3NngFfZXUOBmsh_c1_1mgIi6jS6mzqfsvNrt30liJpzG-uHdcp-YzmqBfPpPBl3ikWMvk3JKQ74FyJ0f_EW19NsibMGpBKSOgAITz4Zk1dJ4iEY5MECrUB59PPN7e23KRcq25EBFLbGhhNpMeTWsACsGwoJLDbrwSfC_HCyEJKt1jYfZ2Bp6WRRzyClRwqQOKyuTR6YgrC74s5G3pVdeKXftayH7LDhYpFfaE8eGdUGBAgAWW-E-P3iHgfOQkdnPvGRjZlxpt5nOlVw0u9zj8vKY6DTlI_BA3SA,Israel B
7708,verified,rules-yes,unique name matches + same city,Meat Point,"7114 Campbell at Hillcrest on the SE corner Suite #102, Dallas, TX 75248, USA",Dallas,United States,US,32.7762719,-96.7968559,ChIJx-rNM4QhTIYR6FoJVBQRcGY,Meat Point,"7114 Campbell Rd #102, Dallas, TX 75248, USA",32.9783325,-96.7846603,OPERATIONAL,restaurant,halal_restaurant;steak_house;wine_bar;middle_eastern_restaurant;bar;restaurant;point_of_interest;food;establishment,https://maps.google.com/?cid=7381418568267160296&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(972) 380-1010,4.5,736,Monday: 11:30 AM – 10:00 PM | Tuesday: 11:30 AM – 10:00 PM | Wednesday: 11:30 AM – 10:00 PM | Thursday: 11:30 AM – 10:00 PM | Friday: 11:30 AM – 3:00 PM | Saturday: Closed | Sunday: 12:00 – 10:00 PM,yes,places/ChIJx-rNM4QhTIYR6FoJVBQRcGY/photos/AaVGc3lr7hSoBQKcsV8rsPhkuh8tc-J2c1MQWhOIZpACGAZGInlqpW9Qf368QJ6ExFfaJOFMk50pf07qY9p9GDnJB9bsUtSH8T5lI-1Rn2jPGSznguHr-F1EL8h4Mrp9oXPwhGLBeUEsXdtZcjiZRCljoQBYoZDXUoZnf4nnVcYe-WEQdGCOkZxEmtiA0grVqoqwleMpV0XAVgRvp0BDKNwP7jxnfqClcbAJF5arobeUODJp5Ihzv8Spds41alvJrGpfwzHzdlg2MzKQs7kUnfyqDlyPF0HUeXrhsDva98MUW12QBSfro7sRUcrAlDX1j4qSEIaPrGABJ9HPG5yTac7Hz6p7kR8rvHEuqoFOtOe5ESwP3swmpmR3h4eItKsm06vlgT8wCbSoZFw_BEbFlYg_OKVF3qL3WWIK82BxzRSnB9VIIg,Meat Point
7709,verified,rules-yes,unique name matches + same city,Midtown Pizza,"5782 Alpha Road, Dallas, TX 75240, USA",Dallas,United States,US,32.7762719,-96.7968559,ChIJ5ewnJuUgTIYR1OFld0YEfBQ,Midtown Pizza,"5782 Alpha Rd, Dallas, TX 75240, USA",32.9323852,-96.8076598,OPERATIONAL,restaurant,pizza_restaurant;vegetarian_restaurant;restaurant;point_of_interest;food;establishment,https://maps.google.com/?cid=1476059478568067540&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(972) 980-8707,4.4,345,Monday: 11:00 AM – 10:00 PM | Tuesday: 11:00 AM – 10:00 PM | Wednesday: 11:00 AM – 10:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 3:00 PM | Saturday: 6:00 PM – 12:00 AM | Sunday: 11:00 AM – 10:00 PM,yes,places/ChIJ5ewnJuUgTIYR1OFld0YEfBQ/photos/AaVGc3lWSWmpDfeTY360Y4Yc1h0IbJsgtI5lRGLIqTooTwaTS1ddahGB9djx7DSGWMTB8HSi33pCunLY6fKblnapks_sCBjORP1R4ULO2ogGpeba3ku74W0qBBIcItF5ZEGUIWlzOtaXpfQihFNgyq-w515OuZZtlgBSZDRRLXXvClj4-sEEJU7fahIRCzv6QCjQZW8yqzj5jEOjRJ7lX5xBc8o50TwvM1y8SqNQMYCMIsy4ZxGo_qq1Y0MfSvh0NCYFiqCNTxfjxzjcBDj63ahB1fiAwXTZw1O4bD_w1P99EJFE5GqsFI6W_L0lTKHtcgceU0HftX4XxjHTbbBUMStU11rZTE4D0JV8qgFa2n09WXKPdbJ7dflQOcKvU4zlYhgLJW9S0qP22WIsh05CQS52pIf6dQ8ifyBwIcp2wtqgBZHroA,Midtown Vegetarian Pizza
7710,verified,llm-yes,"LLM אישר (0.95): Identical name (Pizza Ella), exact house number match (7134 Campbell Rd A), same city (Dallas, TX), same ZIP code (75248). Address format differences (US vs USA) are trivial. Google status OPERATIONAL confirms active restaurant. High confidence this is the same kosher pizza establishment.",Pizza Ella,"7134 Campbell Rd A,  Dallas, TX, 75248, United States",Dallas,United States,US,32.7762719,-96.7968559,ChIJZZ0R_M8hTIYRHvDXt6k1CHk,Pizza Ella,"7134 Campbell Rd A, Dallas, TX 75248, USA",32.978899,-96.78385229999999,OPERATIONAL,pizza_restaurant,pizza_restaurant;breakfast_restaurant;catering_service;food_delivery;italian_restaurant;meal_takeaway;service;restaurant;point_of_interest;food;establishment,https://maps.google.com/?cid=8721279681453092894&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(972) 805-4888,4.8,289,Monday: 10:30 AM – 10:00 PM | Tuesday: 10:30 AM – 10:00 PM | Wednesday: 10:30 AM – 10:00 PM | Thursday: 10:30 AM – 10:00 PM | Friday: 10:30 AM – 3:00 PM | Saturday: 8:15 PM – 12:00 AM | Sunday: 10:30 AM – 10:00 PM,yes,places/ChIJZZ0R_M8hTIYRHvDXt6k1CHk/photos/AaVGc3nWzgEwOq3GVkkpPJRETxKqfb_YzKMJmOU9ts0lw4878QoDfXqM-8m6tev3U810XjBey50uhG-4WfcRONud_DgZ3L5lYcZZnq4P9A-8EQ6bih0Bj1IgtqnD4Fusru22zm9t_Xr5z4rC0AXWo1wAUEa2Q6iVtLVLbALrzbDJofEp2tD2MOkOHJNefgtfwY-e8pT0hMDUrGXBgIb4t7_CKBWTCww6Jla7J62MpmLkPMAlWRr_F2O1fhAcVYoIjtAXq_BGyQm4dL36_cqyjSqu9HktxmGTMO7QHNVwEoCsoXjlN2oxFIbSGMCN-BiYZepB2tOzLPt-JmHOn4PFvbTzIZl8daQJxJvJrgLBlsN-gNXouY2A2zDzkJt2LeSC3BRSOddQMAo_EoR_QK9DF0Pgq8FQgDpocR3z9yroKGM4riepUDk,Rabbi Jak
7711,verified,llm-yes,"LLM אישר (0.95): Same unique restaurant name, same street address (1499 Regal Row, Dallas, TX 75247). Only difference is suite number (119 vs 206) - likely same building with multiple locations/suites or database update. Street match exact, house number exact. Strong confidence despite suite variation.",The Hungry Rooster Kitchen and Catering,"1499 Regal Row Suite 119,  Dallas, TX , 75247, United States",Dallas,United States,US,32.7762719,-96.7968559,ChIJm6ckg0qdToYR6VkY837vDRI,The Hungry Rooster Kitchen and Catering,"1499 Regal Row Ste 206, Dallas, TX 75247, USA",32.8348843,-96.8782809,OPERATIONAL,restaurant,family_restaurant;breakfast_restaurant;catering_service;food_delivery;vegetarian_restaurant;service;restaurant;point_of_interest;food;establishment,https://maps.google.com/?cid=1300959195903318505&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(945) 215-7907,4.8,37,Monday: 9:00 AM – 2:00 PM | Tuesday: 9:00 AM – 2:00 PM | Wednesday: 9:00 AM – 2:00 PM | Thursday: 9:00 AM – 2:00 PM | Friday: 9:00 AM – 2:00 PM | Saturday: Closed | Sunday: Closed,yes,places/ChIJm6ckg0qdToYR6VkY837vDRI/photos/AaVGc3n6TEojfultoeppQXfEFqe27UMplnAZfIZiceCAQGKheauNqtWvnHU4ORAw98Ib1q4Io4pPbYjzYNqt0otpe6zyk6zA0CBQT_doQwXldkxc2m5_Lkp7DjQmYRFve7_wifTpyIz3tX1xBX4DMrqZYvUuQ403IU0hgIi1fKpnZ1NiRxlZb6F3dsSIVcMXsJ0xysixY2bKBvNF4Z3sYxvKYYeWGaS-IS1jpsiIN3u5S85q3ss6Thiuj3TIc6tqZBGtIa_ge5iDd7OcsrbL2VAWqLECemuCk36p3c8Or4RKnw6CVlpH_i7kLBpYaZCPC8xxl5-OR4OUylIXw18stLrW6ozN6IOPO1Ga4O0f7q7mn1hrImh2uFNb_Q2UCekeTE18peJZYN7rEl15a3E0Xny6jsmeDVLcQuvAilyNgJnvpj57GYNKP0GEpkDyC5EBtR7C,The Hungry Rooster Kitchen and Catering
7712,verified,llm-yes,"LLM אישר (0.95): Same unique name (Tokyo Bar), identical street address (5635 Alpha Rd), same city (Dallas, TX), same ZIP (75240). Minor variation in cuisine description (Sushi vs Grill) is likely just Google's different categorization. House number exact match and operational status confirm this is the same physical kosher restaurant.",Tokyo Bar - Asian & Sushi Cuisine,"5635 Alpha Rd,  Dallas, TX , 75240, United States",Dallas,United States,US,32.7762719,-96.7968559,ChIJ2dCRG0khTIYReGpyaFVk864,Tokyo Bar - Asian And Grill Cuisine,"5635 Alpha Rd, Dallas, TX 75240, USA",32.9333112,-96.8102945,OPERATIONAL,restaurant,asian_restaurant;restaurant;point_of_interest;food;establishment,https://maps.google.com/?cid=12606530099927476856&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(972) 654-5461,4.7,399,Monday: 12:00 – 9:00 PM | Tuesday: 12:00 – 9:00 PM | Wednesday: 12:00 – 9:00 PM | Thursday: 12:00 – 9:00 PM | Friday: 12:00 – 2:30 PM | Saturday: Closed | Sunday: 12:00 – 9:00 PM,yes,places/ChIJ2dCRG0khTIYReGpyaFVk864/photos/AaVGc3m1718ywDmmJUD3MNBMYMhBTh1VZhjpWk2-gjFR_Cv2-_wLwFGFqRl8aiDUs6VDzjQ-AaFH1CIWiA_IrFZrGxJjOTxHNyYGKMTXV5kT0wZ5nmpYVYkKRfV-oUY-ZbnKsPbhEXo4VGSBneA817r7YbLAUHD-Hwsx_QcG4rAVKjfPFq3uOvyiejwulIUKHkw3HFiswwJWddgzaSQFJjbQeV-wpi8dDnyp1yUFFOVsMCq5PGGb3iImUlzA1o-Va21sLPb2rKGwFhI2UMjd3alfg3QDV0tSdsIwYHT5Ov1CpBgNLIVX4PkMLiZ8xlG1s-Tyj3_EZAzg9lFD5Zj5BK3aXSncNgT0OXXRTnW5oTC-qy5kKqvXUYPVq-9OpR0t63NFKmnKstUNX2XCbaJ7Xcpv1g_AWDejr3LjdV_7qRTDSv4PyTAg3YU7VFIH0wcUcQ,Clint Fletcher
7713,verified,rules-yes,unique name matches + same city,"Tom Thumb Bakery, Kosher Deli and Fresh Meat Market","The Market at Preston Forest 11920 Preston Road, Dallas, TX  75230",Dallas,United States,US,32.7762719,-96.7968559,ChIJlfTA_Y0gTIYRdQzi_IDB7l4,Tom Thumb,"11920 Preston Rd, Dallas, TX 75230, USA",32.911149099999996,-96.80217150000001,OPERATIONAL,grocery_store,grocery_store;butcher_shop;food_delivery;supermarket;florist;market;deli;bakery;food_store;store;manufacturer;service;food;point_of_interest;establishment,https://maps.google.com/?cid=6840617643765009525&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,(972) 392-2501,4.3,766,Monday: 6:00 AM – 11:00 PM | Tuesday: 6:00 AM – 11:00 PM | Wednesday: 6:00 AM – 11:00 PM | Thursday: 6:00 AM – 11:00 PM | Friday: 6:00 AM – 11:00 PM | Saturday: 6:00 AM – 11:00 PM | Sunday: 6:00 AM – 11:00 PM,yes,places/ChIJlfTA_Y0gTIYRdQzi_IDB7l4/photos/AaVGc3kbq405cgQvTlrsfIBE8t3kiK6tGDlKJrBBBXC9gs81cEbE07sEVM4Ca0RksZSqQZ-wGWPIcBdo8f4P621sCB18ZxlqqXkfIQII0o-Aisx93v15OPZK-cmj_zFmFdLQuTikwzAjgvENuXd74Y-vqPp8_ymvusSC9F1YxApu6ZTcMKXX8JfEyMvxrZUtsCcnGPoi4phyXeDZFyEcDlgpMsChWzAvcN3mCJDSggkMKogrHAz-Dk4o_3ShlZYeT6ZHOepCtrUlHSp6WQcg2B0-aGDB43pzgA0EujKMCNjNmMb18qTa4cn1CEbhZLw8jmHzMm6wjC9l2iEKS2-3kg7xnhp5xxHgO7k79l8ohIGCQtBdVpSwtRkS2j6jYicaO6OsZ1uaTccLF73709EGGuR-K-wrlJ3Z-zcs2hjRRBmMgAeC1LA,Tom Thumb
