id,name,google_name,status,cloudinary_url,cloudinary_public_id,width,height,bytes,format,elapsed_ms,google_photo_name,google_photo_attribution,error
4705,El Galpon,Galpón B,ok,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783427478/restaurants/google/restaurant_4705_google_800.jpg,restaurants/google/restaurant_4705_google_800,800,476,94695,jpg,3273,places/ChIJnTfQ0R3LvJURAyGldkw9Q4I/photos/AaVGc3nDBHh7NZ1kAlQpJpBP74HbUwBxh_rXM05thkA2KKLHWwuKrsYV59rnaVr4zVfS7VAUbkqImRPsuyt15tP-klm8E6z4bD-Buw7eCylw5G-YzXpoTQFFpoYaVz_vLQax6GHzxn5pbmoP7PALSTbddB6Szma8UlICSzw2Wa3vp1SYilrMGeAipfoAq1iDhUAMV8HMnZCZ-0ixnnpRmHodjrqXf-CZHi7qA9K-jcJ5ZvQz07phP2EHVXXt6pZATHf9XIua44dhbKWNXO42QaeT_1WEe0JonhF1KD6xj7fKe206lue9lEIz7WvxH9Fwo1XLcY-ADZLNakpNiaewhgulmp-J98xrPTsh_8uCCgB5rIicYWJN-6CbJoIsGfQNdqQKU_RJ3WHd9iEtQanD7dn_DEei_HQlJ9rm_jeXuSeTfDaNpQ,Marcelo K,
6405,פיצרייה כשרה  Pizza & Co,Pizza & Co,ok,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783427479/restaurants/google/restaurant_6405_google_800.jpg,restaurants/google/restaurant_6405_google_800,800,1067,222568,jpg,1741,places/ChIJC7HXQRMKxkcRUPNdykqjgTI/photos/AaVGc3mx6njpRT4IkXUBPPdrlMlfjDr7exfowNwN-_mYOuMtLRLKwcI7Fe81eeRSFdn7Cmz0GYUpK_BZchPtGwbATQM94QYtb2A7ElcUx2kXDW7AxzcPNaeuiOQYGBFCPMqXuf4w1uqhz1twXVXSfNHm7NPUEBJfbUSp2LXQqMP6wywYawwUIW04wrILzUwpe1n36da2YjdJucx0eQFNYs848ckqS83iaUa3gjFUXklkfseQcm368PvoZyXYC3hhrnGRCjqugz69gnGxNk1f1TxDZHcx2fWvb8xtx33zVyxNWb6oZfUKxUy9JvS4BD7WSbQgMEFgqMF-y3ze-2s1qGJ8bub-XHEBLObpXmz762_A4HteFEmWXMRMPaOgkqhtqVtNg2yEqYlGkYV3bSzM_wREGjeociVPo7xEXNVkZo2GSRYWBGo,Eden Berdah,
6406,רימון דלי  Rimon Deli (David’s Corner),Rimon,ok,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783427481/restaurants/google/restaurant_6406_google_800.jpg,restaurants/google/restaurant_6406_google_800,800,600,104112,jpg,1625,places/ChIJ-UF7FhMKxkcRnZB28492DS4/photos/AaVGc3nKM9OUULZovq6QREhQBlOX159Y8nvlIJ8DttSPhYsNxmZswIwZFjLtraKs9sbhUO2CZQOl2K6qBwinEfcUusVtsAE1hIKJyrnfx8RHISVPKq4Do5UpYLDoFAiPAPnNz4zoVXtPbvDHl_huX6fqGS04DJLlaHelV0uokqI9gmcIRlIQEIfxIv_Pmnd7jM2MknNfJEnNf2KW7tk_wf7SJsf9jAhZMTHSWqOqA3i3rjoRuhzEjnjBHd2Xv-e811LWbeQwzxJFtPrbzEO3LpPZMplkxJrD5KdcR7U2K40RB4eYQSeByXCz3Dx53yi6Yp6AWk-pm9Xn3IEsGw5yRhWpzG5_lt76k1dJgVwIDJVQQuo6nVvD7nmb0MT4bUTxzp2rJAjpKYE2fCEXUBK30ZST4XVODDMNPo2SupfCImc80-XHWg,Ralf de Jong,
6407,מיט מי כשר  Meat Me Kosher,Meat Me Kosher // מסעדות כשרות באמסטרדם,ok,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783427483/restaurants/google/restaurant_6407_google_800.jpg,restaurants/google/restaurant_6407_google_800,800,600,155418,jpg,1740,places/ChIJuzduyJoLxkcR2EjOzmCxD2w/photos/AaVGc3ld6rqFN8Ua1UgwcUS8xI_Ajp3xcHUefKy7R4Uz2QKASzeFwyLfyYQpURsQxnaEYruSH9epmFND5l8yJo6IJVf2Etey975IJljdvLD8Pp0535CfHa7--pZlURegZM0v_NHMD5dpd9fkdhKC9SJl5p11gCORw-fK4Tkb2Xh4saFzOrzNEUL274-BvxQBXppSzRGMTosEzYQ-oLeZg5nDTAFnTNeFy9koqsmAh7rrIM5dFbq5Ky-MVXUSXMHcWYviNEFydIrubuCV4ZYRTtZno40D7Ii6wXMLKP67PsjKO0DCaLP9RfWty1E37MOA8_NGc4MU_ufTnEtgYids_PmRnxWMi2Lf8gzRkYhEUitPooSaQsczwKk4QRksVeclWIETUBP6TEZyjqyF4Xm8XKTR2t7ISF6bp38adKn0_KCEugK6XqW_,AHARON,
6409,סאל מאייר  Sandwichshop Sal Meijer,Sal Meijer,ok,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783427486/restaurants/google/restaurant_6409_google_800.png,restaurants/google/restaurant_6409_google_800,800,800,1417602,png,3680,places/ChIJl256hzULxkcR3kwpuWC2xjA/photos/AaVGc3lYvThMoqXbAvJLOWhsU56i8SSL4w9nh6eppUWJ5L6Gwalx2QI2ello2K8BW8siZQwdqUjUC3iba0csqD1Tl9IiBlnK72QT5RK0Cqbxev4800gHECcgUvOIb2y3wrMBHURbD0ElUIErAgPuwRlRnMWgTkaGNSOTq6qM8xroCp8_973AxP4cpLoyySfJO-fp3ewSx-ErCIiIUhAeRm5QwGLgNdAEwpSKXwga-9hzDLuwikLoHTME1F99rJstn9HVj3Xi8llLLl8mw2jK5bR3M1Zp2Ew433RXo15AynTFjZ9-mnL-bVJGNv4sXt3zmtr4B0lhFHbPQIF7z1Fat472oZKuX981h_ESV6_Dgr4J2Wt5Yu9Y3LB-Ncn7uvNo0WKhQgqTkD_LKnLbWlz0KFvwSFBuvA_CiNsdhbRtnA5Koh0,Sandwichshop Sal Meijer,
6410,חדש!  Food Court Amsterdam City South,Food Court Amsterdam City South,ok,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783427488/restaurants/google/restaurant_6410_google_800.jpg,restaurants/google/restaurant_6410_google_800,800,534,113415,jpg,1843,places/ChIJD7XC7MoLxkcRy00GjaxgYcQ/photos/AaVGc3kYAheEguSoiOFHZ-rM4tZ5f00KlZqVNj4tFbK2eT3NTSt6leKW0qt9GiizHUOCwzow4OXBxQ1vgU6jurtRnLItPdt9Ml34c-kSb5xhMSKu7b0tq-a1macGC7l79FHG0V7FzNJFHKTIdRz7m2BpCGqjreohSnEnF4TQ74ortOdSyJO2uAw_uxSEFC0EJ_Agzb1PVGt5RZ8JF34oWdl3J-0OUEcI2OQfo4R-wMb8OBQwH1PMP18O_Knz6CMlRVL4Ws9TP0zp0MFHj-QNRqTmkLnWkHnjFIMzKDSNK0B2Wn5gC_IwuNDkNqU98GYee9IPxV2hUvxxR0s6JYyEixOhgs6TGr4JISt-lUoibqHKaWjdXfycHM3Ehc4WbZxDYTzpnTaGyGBxDSGQq3HwPCGyjfVIsxce-BN48BDsWfWJnf92gFTesZujmAaJbiWZ9bHE,Food Court Amsterdam City South,
6411,מסעדת מחנה יהודה  Machane Yehuda Amsterdam,Machane Yehuda,ok,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783427490/restaurants/google/restaurant_6411_google_800.jpg,restaurants/google/restaurant_6411_google_800,800,450,106925,jpg,1329,places/ChIJp4cIkbYJxkcRnPmAfWkiKPg/photos/AaVGc3m6PrfxKONp7MEl2waKyc1t3H5enahrOqPX870GL7f7YrxKo7An8JV60W2agaiiIpU_w1D1XrzpLYjKE1_AYNyUm4hES0LvMhD1aUH7VINAm3e6VBIiuyNCDLnxrmYqUzbfZIPN5m1fDOMMwScf1NzQWVZrTo1ltwtR3_DmcQlQlbOdYywvo1eXNnTecs1gW6s8d6dBmprizBWfZ7h6YVf5y7_rkS1brl5fhpR0EByLfLAMjcjeEKLL-hgRTaVGEWNEHv6P-H6igSs04vwCf1SZHRYKHRPFGoYWSCQIt3O5iQu97G__hQsR2XsvVVAuvD009pKsN-bK8BqQ3UnmTFeYcOrlhg-lo0Ji3mP3MVNz_Pd4mKy6WVP4Fi60p9P642TDD7GnSP8RgOL4aSzIe-ifTq1jJ7oQm-DH1x-5D4wQA7GpbvqH65tKI5ghhwaS,Michael Ratner,
6412,מסעדת לה ביס La Biss Kosher Street Food,La Biss Kosher Street Food,ok,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783427491/restaurants/google/restaurant_6412_google_800.jpg,restaurants/google/restaurant_6412_google_800,800,1067,313619,jpg,1942,places/ChIJye_skhsJxkcRRSjEcM7zAkQ/photos/AaVGc3kfVEWExj4zrdoa6Xn2cK-0zzgrMk3ZxC-9yVjRKE0K33KLWWAR3nN401nGjmITvHuuVwQ1UZm65c3OhumWccPHTDktJ-8Fz31wtRIUI0Ck62ykpU-ZztYDBxpzws4OmnDxbwktlvBfgl1pl5eo7bsK8DsFseFKo2zalPDrMci4ZBY_QjiMpnbdg7qxfsYFPUEAF_s4FJ3NarS51vaVHhBKwav6jlzItjoudLc1YPLmbrv3Wt8HVXyuD2CvWDDItBet6zYqKzVGRVGujNSFrtC4OD9q4K536d07IK9Ry1jeKfth7noxxQ9rPbz973rI7ZNnSN23RomwYm6sN2mIT3dWi4vNdbzNxCSxThsTIY79bdgFe3KQAzVUvRdOLwLVWLfDeZtNa7WWu3tt-lEb-IY5duVXJtUp1dlaeUtl-MD7kQ,La Biss Kosher Street Food / כשר אמסטרדם,
6413,La Basta - Kosher Street Food,La Basta - Kosher Street Food / מסעדות כשרות באמסטרדם,ok,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783427493/restaurants/google/restaurant_6413_google_800.jpg,restaurants/google/restaurant_6413_google_800,800,754,236335,jpg,1332,places/ChIJM8fYULEJxkcRo4z9A4McsEM/photos/AaVGc3lwC7KNwhlUkZbUG88SDXC6AZBRXwtveUmyqYGxQ_y9QCfpqu4bSFPszA-5zySvlOryzmzQA9fG_w7HGvZsAk4M83-fHjhEV0XxbAEmm39yvEfpqqXE0rzq9800e5zeYtzy12vKEb3FWBc1MUxHq__ex0eQlelZ2IlGEJgFK9203nKSomv4gDFpV7_5cBDJghXTtKVx7KQMMwNr7jvsUJ-c47TJbUdS1o-O5-hH2Y82Np2qemEauuZqJ94P4Yu2um232SpI5mMDKBWJDNimTf8kGYIu9G3CrIyVz19JBWbtnb0eSeDLPdE-Bet9ZR4XwNxAlSXJmBhJSNNyMYXXyCyhSdFjGVqoI2wZssx3zLo0IpUAUtc4JHK3GDwEnJZKI20bgoRLh58yJgCe7_4Cu-_dINORLmsmSgrxAHg4e6PoMrM,La Basta - Kosher Street Food / מסעדות כשרות באמסטרדם,
6414,צרכניית מאווס  Mouwes Kosher Delicat,Mouwes Kosher Delicat.bedr.,ok,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783427494/restaurants/google/restaurant_6414_google_800.jpg,restaurants/google/restaurant_6414_google_800,800,600,194400,jpg,1327,places/ChIJVZ_6dWIKxkcRW9s6sOiJ4H8/photos/AaVGc3narexA4Etj74lnTT4sP9DPZfxLJ-SX_3kZuCUyhvTBPpL8jzg9jcqQo1BZiz2vqgZqHzwiix26_7cyHZGjIqpA3O7gU4blBdsIKXE_cZBxjMmBhXnt1P44ziP03DSXJInE104RodcFhWMsx7coCBCtrOAgaK_jjB8E7KuHJaGY7fCi71ZmUegHj1kBOIDYCn4JoXW8qQRK0d2lZOyQ_vJkln1AVj2sgCClq0a7qSIy1JsD1jVOdtElq_sW8Wr5YSc4Ppvvg5iLGQ3u2WE0ivwr7_oyBiBn63R0iur7Lus1A-QRDkcsan0L79h3Yhis1w4XG5ZrQwNvM31cIj5Zwgd-CRpeWMVHgfFRF6ThxXr8DCGOTmvyA6xcy031k5lUu0NyjZHsi9jzuR3FPTYe3119z3i-ejIVF_ZC-U9yos0,דניאל יהודה - Daniel Yehuda,
